Dates;Flow_Rate_L_Andelle_a_Vascoeuil;Flow_Rate_L_Austreberthe_a_Saint_Paer;Flow_Rate_L_Elure_a_Cailly_sur_Eure;Flow_Rate_L_Epte_a_Fourges;Flow_Rate_L_Eure_a_Louviers;Flow_Rate_La_Durdent_a_Vittefleur;Flow_Rate_La_Ganzeville_a_Ganzeville;Flow_Rate_La_Saane_a_Val_de_Saane;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_x;Flow_Rate_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Flow_Rate_Le_Cailly_a_Notre_Dame_de_Bondeville_y;Flow_Rate_Le_Commerce_a_Gruchet_le_Valasse;Flow_Rate_La_Seine_a_Alfortville;Flow_Rate_La_Risle_A_Pont_Authou;Surface_Water_Level_L_Andelle_a_Vascoeuil;Surface_Water_Level_L_Austreberthe_a_Saint_Paer;Surface_Water_Level_L_Elure_a_Cailly_sur_Eure;Surface_Water_Level_L_Epte_a_Fourges;Surface_Water_Level_L_Eure_a_Louviers;Surface_Water_Level_La_Durdent_a_Vittefleur;Surface_Water_Level_La_Ganzeville_a_Ganzeville;Surface_Water_Level_La_Saane_a_Val_de_Saane;Surface_Water_Level_Le_Cailly_a_Notre_Dame_de_Bondeville;Surface_Water_Level_Le_Cailly_a_Fontaine_le_Bourg__Grand_Tendos;Surface_Water_Level_Le_Commerce_a_Gruchet_le_Valasse;Surface_Water_Level_La_Seine_A_Alfortville;Surface_Water_Level_La_Risle_A_Pont_Authou;Water_Level_Caudebec;Water_Level_Tancarville;Water_Level_Duclair;Water_Level_Honfleur;Water_Level_Rouen;Rainfall_Dieppe;Rainfall_Octeville;Rainfall_Rouen;Temperature_Dieppe;Temperature_Octeville;Temperature_Rouen;Cote_NGF_BSS000EPAR;Cote_NGF_BSS000FGNF;Cote_NGF_BSS000FHCQ;Cote_NGF_BSS000FLDL;Cote_NGF_BSS000FLJZ;Cote_NGF_BSS000FLMB;Cote_NGF_BSS000GTXB;Cote_NGF_BSS000MRWS;Tide (m)
31/10/2008;3.11;1.54;12.7;7.21;16.3;4.25;0.89;0.496;2.45;0.675;2.45;0.159;192.0;8.07;0.51;0.28;0.9;0.91;0.22;0.36;0.56;0.09;0.45;0.36;0.07;0.62;0.16;7.85457181930542;7.959390163421631;7.845102787017822;8.015530586242676;7.73;1.0;0.6;6.2;3.1;2.8;4.5;145.49673684210526;57.11;30.08;72.65;101.78;120.92;54.55;127.5;4.937
01/11/2008;3.72;1.97;15.4;9.3;18.7;4.28;0.883;0.513;2.77;0.702;2.77;0.224;221.0;9.08;0.54;0.33;0.98;0.99;0.28;0.37;0.56;0.09;0.47;0.36;0.09;0.68;0.19;7.673409461975098;7.766708374023437;7.710712909698486;7.935138702392577;7.743988037109375;0.6;2.0;2.4;8.9;6.4;8.6;145.494;57.05;30.05;72.65;101.78;120.87;54.54;127.52;4.947
02/11/2008;4.13;1.69;20.7;9.75;22.0;4.23;0.965;0.508;2.54;0.674;2.54;0.547;197.0;9.45;0.56;0.3;1.11;1.01;0.36;0.36;0.58;0.09;0.45;0.36;0.18;0.6;0.2;7.434422016143799;7.562828063964844;7.4198036193847665;7.815927982330322;7.661789894104004;0.2;0.0;0.2;0.1;1.4;5.8;145.49126315789474;56.93;30.05;72.66;101.77;120.81;54.54;127.5;4.895
03/11/2008;3.37;1.57;16.2;9.83;21.4;4.32;0.937;0.5;2.47;0.702;2.47;0.214;360.0;10.1;0.52;0.29;0.99;1.01;0.35;0.37;0.57;0.09;0.45;0.36;0.09;0.7;0.23;7.207693576812744;7.409374237060547;7.1641845703125;7.51813268661499;7.359450340270996;6.2;5.4;18.4;6.1;6.3;8.9;145.48852631578947;56.91;30.02;72.66;101.78;120.76;54.54;127.48;4.813
04/11/2008;3.16;1.49;15.0;8.77;17.9;4.23;0.876;0.492;2.65;0.702;2.65;0.144;311.0;9.17;0.51;0.28;0.96;0.97;0.26;0.36;0.56;0.09;0.46;0.36;0.06;0.63;0.19;6.91;7.04;6.97;6.92;7.31;0.2;0.8;0.4;2.0;2.0;7.2;145.4857894736842;56.86;30.02;72.66;101.78;120.72;54.54;127.47;4.933
05/11/2008;3.17;1.49;13.4;7.85;16.9;4.17;0.856;0.485;2.45;0.671;2.45;0.137;327.0;8.58;0.51;0.28;0.91;0.93;0.23;0.36;0.56;0.09;0.45;0.35;0.06;0.67;0.17;6.69;6.77;6.73;6.66;7.05;0.0;0.0;0.0;10.1;13.0;19.3;145.48305263157894;56.84;30.01;72.65;101.78;120.65;54.54;127.46;4.926
06/11/2008;3.1;1.48;13.2;7.57;15.5;4.05;0.85;0.485;2.45;0.666;2.45;0.137;319.0;8.26;0.51;0.28;0.9;0.92;0.19;0.35;0.56;0.09;0.45;0.35;0.06;0.65;0.16;6.38;6.41;6.46;6.31;6.79;6.6;0.6;0.0;14.6;12.8;15.2;145.48031578947368;56.89;29.98;72.64;101.78;120.6;54.53;127.46;4.931
07/11/2008;3.18;2.57;13.4;7.37;17.0;4.1;0.87;0.519;2.7;0.693;2.7;0.561;265.0;8.26;0.51;0.4;0.9;0.91;0.23;0.35;0.56;0.09;0.46;0.36;0.18;0.63;0.16;6.44;6.49;6.56;6.38;6.85;2.0;5.2;3.4;14.3;14.6;15.6;145.47757894736841;56.89;29.98;72.64;101.77;120.56;54.54;127.47;5.02
08/11/2008;3.14;1.51;14.1;7.38;17.4;4.13;0.89;0.502;2.42;0.707;2.42;0.261;245.0;8.08;0.51;0.28;0.92;0.91;0.24;0.35;0.56;0.09;0.44;0.36;0.11;0.59;0.16;6.75;6.83;6.75;6.72;7.06;4.2;10.8;7.4;14.0;15.3;16.8;145.47484210526315;57.0;29.97;72.63;101.76;120.49;54.53;127.46;5.06
09/11/2008;4.16;1.84;13.6;7.62;16.7;4.28;0.924;0.542;3.24;0.766;3.24;0.486;268.0;8.28;0.57;0.32;0.9;0.92;0.22;0.37;0.57;0.1;0.5;0.37;0.16;0.63;0.16;7.24;7.32;7.14;7.28;7.39;2.6;3.2;5.6;14.9;14.2;16.4;145.47210526315789;56.98;29.95;72.63;101.76;120.44;54.53;127.46;5.138
10/11/2008;5.22;2.51;14.5;10.1;17.6;4.73;1.22;0.845;3.8;0.869;3.8;1.15;231.0;10.6;0.62;0.39;0.92;1.02;0.25;0.4;0.61;0.15;0.53;0.38;0.28;0.58;0.24;7.7;7.79;7.62;7.7;7.6;0.2;0.2;0.4;9.7;7.5;12.4;145.46936842105262;57.02;29.94;72.64;101.78;120.4;54.53;127.45;5.197
11/11/2008;6.76;3.59;14.8;12.6;19.3;5.91;1.37;1.5;3.6;0.918;3.6;1.09;224.0;11.4;0.69;0.49;0.93;1.11;0.29;0.49;0.63;0.23;0.52;0.38;0.27;0.63;0.27;8.02;8.16;7.94;7.96;7.84;8.2;0.0;0.4;8.5;8.5;8.8;145.46663157894736;57.02;30.09;72.68;101.82;120.35;54.54;127.46;5.139
12/11/2008;6.02;1.57;16.9;13.7;20.8;5.61;0.972;0.515;2.85;0.908;2.85;0.289;223.0;16.8;0.66;0.29;0.98;1.15;0.33;0.46;0.58;0.09;0.47;0.38;0.12;0.63;0.43;7.9;8.13;7.76;8.02;8.03;5.4;7.0;0.2;2.0;2.2;0.3;145.4638947368421;57.03;30.33;72.73;101.88;120.31;54.53;127.45;5.022
13/11/2008;3.77;1.52;15.4;13.4;20.3;5.05;0.911;0.528;2.69;0.766;2.69;0.155;216.0;13.3;0.55;0.28;0.94;1.14;0.32;0.42;0.57;0.1;0.46;0.37;0.07;0.58;0.33;7.92;8.13;7.82;8.07;8.06;0.2;1.2;1.8;5.9;5.8;7.2;145.46115789473683;57.05;30.27;72.68;101.89;120.28;54.51;127.44;4.971
14/11/2008;3.4;1.53;15.7;11.2;19.5;4.72;0.904;0.542;2.54;0.73;2.54;0.159;212.0;10.6;0.53;0.28;0.95;1.06;0.29;0.4;0.57;0.1;0.45;0.36;0.07;0.59;0.24;8.2;8.35;7.98;8.21;8.09;1.2;2.0;2.0;9.2;8.8;9.7;145.45842105263156;56.93;30.2;72.65;101.88;120.24;54.5;127.43;4.956
15/11/2008;3.25;1.5;14.0;9.65;18.3;4.36;0.986;0.536;2.49;0.708;2.49;0.15;197.0;9.55;0.52;0.28;0.9;1.0;0.26;0.37;0.58;0.1;0.45;0.36;0.06;0.53;0.21;8.03;8.23;8.0;8.13;8.21;0.2;1.0;0.8;11.1;10.0;10.6;145.4556842105263;56.89;30.16;72.63;101.85;120.2;54.5;127.41;4.954
16/11/2008;3.17;1.52;13.9;8.95;18.1;4.3;0.918;0.536;2.44;0.705;2.44;0.159;197.0;9.21;0.51;0.28;0.89;0.97;0.26;0.37;0.57;0.1;0.45;0.36;0.07;0.53;0.2;8.02;8.13;7.8;8.04;8.03;0.8;1.0;2.0;11.6;10.0;10.6;145.45294736842104;56.89;30.09;72.61;101.84;120.15;54.5;127.4;4.936
17/11/2008;3.11;1.49;13.1;8.58;17.3;4.38;0.868;0.525;2.35;0.711;2.35;0.159;183.0;8.92;0.51;0.28;0.86;0.95;0.24;0.37;0.56;0.1;0.44;0.36;0.07;0.59;0.19;7.74;7.94;7.63;7.83;7.81;2.0;9.4;6.6;5.8;8.5;7.8;145.45021052631577;56.95;30.06;72.58;101.84;120.12;54.5;127.39;4.865
18/11/2008;3.22;1.92;13.1;8.49;17.4;5.33;0.979;0.554;2.63;0.696;2.63;0.461;175.0;9.1;0.52;0.33;0.86;0.95;0.24;0.44;0.58;0.1;0.46;0.36;0.16;0.56;0.19;7.52;7.59;9.27;7.54;7.71;1.4;1.4;0.6;8.3;9.2;8.9;145.4474736842105;56.8;30.05;72.56;101.83;120.08;54.5;127.43;4.924
19/11/2008;3.15;1.49;13.0;8.45;17.2;5.19;0.938;0.508;2.42;0.702;2.42;0.161;193.0;9.41;0.51;0.28;0.85;0.95;0.23;0.43;0.57;0.09;0.44;0.36;0.07;0.56;0.2;7.09;7.31;7.02;7.14;7.25;0.0;0.0;0.0;6.4;8.0;7.9;145.44473684210524;56.91;30.05;72.54;101.82;120.04;54.5;127.45;4.894
20/11/2008;3.02;1.47;13.2;8.47;17.1;4.4;0.877;0.499;2.38;0.693;2.38;0.15;206.0;9.94;0.51;0.27;0.86;0.95;0.23;0.38;0.56;0.09;0.44;0.36;0.06;0.71;0.22;7.1;7.24;6.97;7.13;7.19;0.0;0.0;1.2;9.3;10.3;10.4;145.44199999999998;56.89;30.02;72.53;101.82;120.01;54.5;127.43;5.014
21/11/2008;3.02;2.0;13.0;8.32;17.3;4.3;0.89;0.531;2.54;0.673;2.54;0.198;178.0;9.63;0.51;0.34;0.85;0.94;0.23;0.37;0.56;0.1;0.45;0.36;0.08;0.59;0.21;7.17;7.35;7.06;7.17;7.35;1.8;1.0;3.8;9.8;8.9;8.8;145.43926315789471;56.89;30.01;72.5;101.81;119.97;54.5;127.41;5.067
22/11/2008;3.02;1.47;12.7;8.38;16.6;4.55;0.841;0.502;2.34;0.659;2.34;0.157;158.0;9.42;0.51;0.27;0.84;0.94;0.21;0.39;0.56;0.09;0.44;0.35;0.07;0.54;0.2;6.99;7.09;6.84;7.01;7.22;0.0;0.2;0.0;5.5;5.2;4.1;145.43652631578945;57.07;29.98;72.48;101.81;119.94;54.5;127.44;4.952
23/11/2008;3.54;2.78;13.4;8.95;17.6;4.46;0.986;0.548;2.9;0.766;2.9;0.981;185.0;10.0;0.54;0.42;0.85;0.96;0.24;0.38;0.58;0.1;0.48;0.37;0.26;0.54;0.22;7.28;7.52;7.27;7.32;7.3;7.4;5.4;8.2;2.0;1.2;2.3;145.4337894736842;57.02;29.95;72.46;101.8;119.9;54.5;127.44;4.994
24/11/2008;4.49;1.64;14.6;10.3;18.2;4.5;0.911;0.548;2.65;0.83;2.65;0.398;165.0;12.0;0.59;0.29;0.88;1.02;0.25;0.38;0.57;0.1;0.46;0.37;0.14;0.53;0.28;7.44;7.55;7.28;7.45;7.52;1.6;7.6;8.4;4.0;4.3;2.7;145.43105263157895;57.0;29.95;72.47;101.81;119.88;54.53;127.46;4.942
25/11/2008;3.92;1.62;15.4;11.2;19.1;4.55;0.897;0.529;2.87;0.684;2.87;0.196;174.0;17.4;0.55;0.29;0.9;1.05;0.27;0.39;0.57;0.1;0.48;0.36;0.08;0.53;0.44;7.41;7.68;7.19;7.54;7.47;0.0;0.0;2.0;3.8;1.4;3.2;145.4283157894737;57.07;29.95;72.5;101.83;119.85;54.5;127.45;4.853
26/11/2008;3.56;1.82;15.5;10.9;19.3;4.33;0.848;0.512;2.71;0.684;2.71;0.152;243.0;16.3;0.54;0.32;0.9;1.04;0.28;0.37;0.56;0.09;0.46;0.36;0.06;0.72;0.41;7.34;7.53;7.15;7.44;7.29;0.6;1.0;2.4;3.6;4.1;4.9;145.42557894736842;57.07;29.95;72.53;101.84;119.83;54.48;127.41;4.862
27/11/2008;3.4;1.58;15.4;9.97;18.6;4.26;0.846;0.508;2.56;0.681;2.56;0.157;241.0;12.1;0.53;0.29;0.9;1.0;0.26;0.36;0.56;0.09;0.45;0.36;0.07;0.71;0.29;7.55;7.68;7.34;7.61;7.61;0.0;0.2;0.0;6.7;6.5;5.6;145.42284210526316;56.84;29.94;72.53;101.85;119.79;54.5;127.39;4.961
28/11/2008;3.24;1.5;15.3;9.37;18.7;4.13;0.847;0.498;2.48;0.677;2.48;0.177;281.0;11.1;0.52;0.28;0.89;0.98;0.26;0.35;0.56;0.09;0.45;0.36;0.07;0.76;0.25;7.66;7.78;7.51;7.72;7.72;1.2;2.2;0.8;4.8;5.1;3.8;145.4201052631579;56.93;29.92;72.54;101.84;119.78;54.5;127.43;5.041
29/11/2008;3.22;1.52;14.7;9.08;18.6;4.09;0.855;0.494;2.42;0.673;2.42;0.159;185.0;10.4;0.52;0.28;0.87;0.97;0.26;0.35;0.56;0.09;0.44;0.36;0.07;0.68;0.23;7.61;7.84;7.48;7.76;7.79;0.2;0.2;4.0;3.1;3.6;3.1;145.41736842105263;56.91;29.92;72.54;101.87;119.76;54.51;127.45;5.065
30/11/2008;3.06;1.53;14.8;8.71;18.3;4.2;0.863;0.502;2.41;0.669;2.41;0.286;228.0;10.3;0.51;0.28;0.87;0.95;0.25;0.36;0.56;0.09;0.44;0.35;0.11;0.7;0.23;7.57;7.74;7.44;7.72;7.67;4.0;6.2;0.4;2.0;2.8;2.0;145.41463157894736;57.02;29.91;72.54;101.85;119.74;54.53;127.44;5.09
01/12/2008;3.02;2.21;15.5;8.88;18.5;5.2;1.18;0.542;2.41;0.658;2.41;0.687;212.0;10.4;0.5;0.36;0.89;0.96;0.25;0.43;0.6;0.1;0.44;0.35;0.21;0.71;0.23;7.58;7.78;7.41;7.62;7.74;0.2;1.0;0.2;5.7;5.4;6.0;145.4118947368421;56.95;29.91;72.54;101.84;119.72;54.5;127.4;5.109
02/12/2008;3.29;2.76;15.9;8.86;19.8;6.95;1.19;0.498;2.96;0.711;2.96;1.51;206.0;10.4;0.52;0.41;0.9;0.96;0.28;0.56;0.61;0.09;0.48;0.36;0.33;0.67;0.23;7.53;7.7;7.45;7.55;7.67;0.0;0.0;0.0;1.0;2.3;6.1;145.40915789473684;57.02;29.95;72.54;101.83;119.69;54.5;127.38;5.132
03/12/2008;4.32;2.0;15.9;10.4;19.2;7.51;1.21;0.496;2.84;0.711;2.84;0.72;226.85714285714286;12.1;0.57;0.34;0.89;1.02;0.27;0.6;0.61;0.09;0.47;0.36;0.21;0.76;0.28;7.34;7.46;7.26;7.39;7.53;0.6;0.2;2.2;7.4;6.6;7.8;145.40642105263157;56.84;30.56;72.53;101.82;119.67;54.5;127.4;5.084
04/12/2008;6.2;3.48;16.8;13.1;20.2;6.28;1.29;0.496;3.16;0.803;3.16;1.67;247.71428571428572;17.9;0.66;0.48;0.91;1.12;0.29;0.51;0.62;0.09;0.49;0.37;0.35;0.64;0.45;7.38;7.56;7.39;7.35;7.71;1.6;0.8;1.6;5.6;6.6;8.4;145.4036842105263;57.0;30.98;72.59;101.84;119.65;54.5;127.4;5.218
05/12/2008;6.33;3.79;18.8;14.8;20.6;7.01;1.34;0.506;3.59;0.859;3.59;1.45;268.57142857142856;20.0;0.67;0.5;0.96;1.18;0.3;0.56;0.62;0.09;0.52;0.38;0.32;0.58;0.5;7.38;7.42;7.51;7.39;7.83;0.0;0.0;0.0;9.8;11.9;19.3;145.40094736842104;56.84;31.58;72.66;101.9;119.65;54.51;127.43;5.232
06/12/2008;5.94;2.56;24.0;15.8;24.9;6.36;1.2;0.654;3.52;0.784;3.52;0.708;289.42857142857144;21.1;0.65;0.4;1.09;1.22;0.41;0.52;0.61;0.12;0.52;0.37;0.21;0.61;0.53;6.96;7.07;7.05;6.89;7.38;5.6;3.6;4.8;11.5;11.9;12.3;145.39821052631578;56.93;32.4;72.73;101.93;119.63;54.5;127.41;5.016
07/12/2008;4.94;1.85;20.9;16.2;24.6;5.26;0.979;0.59;2.95;0.821;2.95;0.232;310.2857142857143;20.6;0.6;0.32;1.01;1.23;0.4;0.44;0.58;0.11;0.48;0.37;0.1;0.64;0.52;6.68;6.76;6.83;6.69;7.21;0.0;0.0;0.4;14.4;13.9;13.6;145.39547368421051;57.02;32.45;72.77;101.99;119.63;54.47;127.38;4.922
08/12/2008;3.83;1.74;20.8;16.0;22.7;5.07;0.972;0.542;2.85;0.711;2.85;0.192;331.1428571428571;17.3;0.54;0.31;1.01;1.22;0.35;0.43;0.58;0.1;0.47;0.36;0.08;0.69;0.43;6.89;7.0;7.1;6.89;7.42;5.2;6.2;0.8;14.9;14.5;17.0;145.39273684210525;56.93;32.06;72.75;102.01;119.62;54.47;127.37;4.896
09/12/2008;3.56;1.96;19.9;13.7;21.7;5.65;0.965;0.542;2.79;0.711;2.79;0.352;352.0;14.5;0.53;0.33;0.98;1.14;0.33;0.47;0.58;0.1;0.47;0.36;0.13;0.67;0.35;7.18;7.29;7.4;7.18;7.63;11.4;18.8;1.4;13.7;12.2;13.2;145.39;56.84;31.77;72.73;102.01;119.6;54.47;127.39;4.877
10/12/2008;3.52;1.84;18.9;11.7;20.8;4.83;0.931;0.532;2.63;0.699;2.63;0.185;330.0;13.3;0.53;0.32;0.95;1.07;0.3;0.41;0.57;0.1;0.46;0.36;0.08;0.63;0.31;7.44;7.54;7.42;7.48;7.79;0.0;0.0;0.0;9.6;9.7;14.8;145.4;56.93;31.55;72.7;102.01;119.6;54.47;127.38;4.892
11/12/2008;3.4;1.68;17.7;11.2;20.1;5.7;0.972;0.524;2.59;0.67;2.59;0.166;331.0;12.8;0.52;0.3;0.92;1.05;0.28;0.47;0.58;0.1;0.46;0.35;0.07;0.63;0.3;7.72;7.76;7.78;7.75;8.2;1.6;1.2;0.2;7.0;7.6;6.1;145.4;56.96;31.4;72.65;102.0;119.58;54.47;127.38;4.952
12/12/2008;3.3;1.68;16.5;10.4;18.9;5.22;0.922;0.519;2.54;0.677;2.54;0.159;325.0;12.3;0.51;0.3;0.88;1.02;0.25;0.44;0.57;0.09;0.45;0.36;0.07;0.76;0.28;7.82;7.93;7.92;7.86;8.33;0.2;0.2;0.0;-0.9;0.4;-0.9;145.4;56.91;31.24;72.63;101.99;119.58;54.46;127.37;4.913
13/12/2008;3.4;2.29;16.4;9.89;18.9;5.06;0.979;0.623;3.08;0.739;3.08;0.507;328.0;11.9;0.52;0.37;0.88;1.0;0.25;0.42;0.58;0.11;0.49;0.36;0.17;0.77;0.27;7.85;8.02;7.89;8.03;8.27;3.6;8.8;3.2;0.6;2.6;1.5;145.4;56.93;31.13;72.6;101.96;119.56;54.47;127.36;4.906
14/12/2008;3.71;1.96;16.7;10.2;18.8;5.1;0.972;0.588;2.73;0.869;2.73;0.343;321.0;12.6;0.53;0.33;0.89;1.01;0.25;0.43;0.58;0.11;0.47;0.38;0.13;0.63;0.29;8.2;8.26;8.2;8.25;8.6;0.8;3.0;2.4;2.6;-0.5;3.1;145.42;56.84;31.05;72.59;101.96;119.56;54.47;127.4;4.975
15/12/2008;3.42;1.68;17.9;10.3;20.0;5.2;0.908;0.536;2.62;0.73;2.62;0.159;296.0;15.0;0.52;0.3;0.91;1.02;0.28;0.43;0.57;0.1;0.46;0.36;0.07;0.66;0.36;8.03;8.09;8.07;8.03;8.46;0.0;0.0;0.0;2.8;1.4;2.3;145.42;56.86;30.98;72.58;101.96;119.56;54.46;127.39;4.882
16/12/2008;3.3;1.67;17.9;9.9;21.5;5.2;0.911;0.53;2.48;0.705;2.48;0.155;288.0;15.3;0.51;0.3;0.92;1.0;0.31;0.43;0.57;0.1;0.45;0.36;0.07;0.63;0.37;7.94;8.01;7.93;7.99;8.33;0.4;2.0;1.0;0.4;4.5;1.3;145.4;56.89;30.91;72.55;101.95;119.54;54.44;127.38;4.909
17/12/2008;3.29;1.71;19.2;9.36;22.0;5.3;0.911;0.525;2.47;0.707;2.47;0.187;287.0;13.9;0.51;0.3;0.95;0.98;0.32;0.44;0.57;0.1;0.45;0.36;0.08;0.61;0.33;7.74;7.9;7.78;7.85;8.11;0.4;0.0;1.0;3.2;4.5;3.6;145.39;56.84;30.84;72.54;101.94;119.53;54.46;127.37;4.935
18/12/2008;3.25;1.66;19.1;9.03;22.3;4.55;0.904;0.513;2.49;0.709;2.49;0.152;263.0;12.7;0.51;0.3;0.94;0.97;0.33;0.39;0.57;0.09;0.45;0.36;0.06;0.61;0.29;7.41;7.57;7.46;7.55;7.82;0.4;0.4;1.0;2.5;6.0;5.8;145.39;56.89;30.77;72.52;101.93;119.53;54.43;127.36;4.893
19/12/2008;3.23;1.63;18.1;9.02;21.3;4.42;0.89;0.508;2.41;0.711;2.41;0.148;249.0;11.9;0.51;0.29;0.92;0.97;0.3;0.38;0.56;0.09;0.44;0.36;0.06;0.62;0.27;7.29;7.36;7.35;7.36;7.67;0.0;0.0;0.0;7.5;7.6;7.1;145.37;56.87;30.73;72.5;101.92;119.51;54.43;127.37;4.862
20/12/2008;3.23;1.64;17.0;8.81;19.8;4.42;0.911;0.502;2.4;0.711;2.4;0.146;233.0;11.7;0.51;0.29;0.89;0.96;0.26;0.38;0.57;0.09;0.44;0.36;0.06;0.56;0.26;6.97;7.15;6.93;7.13;7.26;0.0;0.0;0.0;7.7;7.4;9.9;145.35;56.89;30.69;72.48;101.91;119.51;54.43;127.36;4.861
21/12/2008;3.2;1.65;16.1;8.81;19.0;4.38;0.911;0.496;2.38;0.889;2.38;0.142;225.0;11.3;0.5;0.3;0.86;0.96;0.24;0.37;0.57;0.09;0.44;0.38;0.06;0.55;0.25;6.885776519775392;7.098190784454346;6.7176570892333975;6.91776704788208;7.035561561584473;0.2;0.2;0.2;9.0;8.5;9.0;145.33;56.87;30.63;72.45;101.9;119.51;54.41;127.35;4.769
22/12/2008;3.18;1.61;15.7;8.64;18.5;4.58;0.911;0.49;2.37;0.711;2.37;0.142;232.0;10.8;0.5;0.29;0.85;0.95;0.23;0.39;0.57;0.09;0.44;0.36;0.06;0.55;0.23;6.78;6.9;6.68;6.88;7.21;0.2;0.4;0.6;8.9;8.2;8.5;145.3;56.89;30.59;72.43;101.89;119.51;54.4;127.33;4.763
23/12/2008;3.24;1.6;15.4;8.57;18.4;4.27;0.911;0.49;2.37;0.869;2.37;0.137;229.0;10.8;0.5;0.29;0.84;0.95;0.22;0.36;0.57;0.09;0.44;0.38;0.06;0.54;0.23;6.55;6.68;6.57;6.62;6.81;0.0;0.2;0.4;6.9;4.1;5.7;145.3;56.84;30.55;72.42;101.89;119.51;54.4;127.33;4.706
24/12/2008;3.17;1.61;15.6;8.42;18.8;4.26;0.911;0.479;2.34;0.693;2.34;0.139;223.0;10.6;0.5;0.29;0.84;0.94;0.23;0.36;0.57;0.09;0.44;0.36;0.06;0.53;0.23;6.72;6.86;6.74;6.82;7.08;0.0;0.2;0.0;5.3;1.9;4.4;145.28;56.91;30.52;72.41;101.88;119.51;54.4;127.32;4.706
25/12/2008;3.13;1.61;15.8;8.38;18.6;4.19;0.908;0.477;2.31;0.711;2.31;0.139;211.0;10.5;0.5;0.29;0.84;0.94;0.22;0.36;0.57;0.09;0.44;0.36;0.06;0.53;0.22;6.85;7.1;6.72;7.03;7.06;0.0;0.0;0.0;4.1;3.7;4.7;145.26;56.93;30.49;72.4;101.87;119.51;54.4;127.31;4.659
26/12/2008;3.13;1.59;14.4;8.18;17.5;4.18;0.911;0.476;2.31;0.821;2.31;0.139;211.0;10.1;0.5;0.29;0.81;0.93;0.19;0.36;0.57;0.09;0.44;0.37;0.06;0.62;0.21;6.79;7.0;6.69;6.93;7.02;0.0;0.0;0.0;-0.3;-0.5;0.7;145.24;56.98;30.45;72.37;101.87;119.51;54.4;127.35;4.546
27/12/2008;3.12;1.56;14.2;7.92;17.1;4.21;0.911;0.474;2.3;0.643;2.3;0.137;199.0;9.91;0.49;0.29;0.8;0.92;0.18;0.36;0.57;0.09;0.44;0.35;0.06;0.6;0.2;6.9;7.22;6.68;7.18;7.04;0.0;0.0;0.0;-2.4;-1.5;-1.3;145.24;56.98;30.42;72.35;101.85;119.53;54.39;127.33;4.532
28/12/2008;3.05;1.59;13.6;7.92;16.9;4.11;0.874;0.473;2.28;0.643;2.28;0.131;189.0;9.81;0.49;0.29;0.78;0.92;0.17;0.35;0.56;0.09;0.43;0.35;0.05;0.55;0.2;7.06;7.33;6.85;7.23;7.19;0.0;0.0;0.0;-4.0;-3.3;-3.3;145.23;56.96;30.38;72.35;101.85;119.53;54.4;127.32;4.613
29/12/2008;3.09;1.56;14.1;7.83;17.0;4.09;0.842;0.472;2.26;0.643;2.26;0.137;188.0;9.55;0.49;0.28;0.79;0.92;0.17;0.35;0.56;0.09;0.43;0.35;0.06;0.53;0.19;7.2;7.45;7.02;7.41;7.35;0.0;0.0;0.0;-4.4;-4.7;-3.3;145.23;56.96;30.35;72.34;101.84;119.54;54.4;127.32;4.691
30/12/2008;3.12;1.53;14.1;7.69;16.9;4.07;0.842;0.47;2.31;0.643;2.31;0.137;187.0;9.41;0.49;0.28;0.79;0.91;0.17;0.35;0.56;0.09;0.44;0.35;0.06;0.53;0.18;7.32;7.62;7.12;7.45;7.4;0.0;0.0;0.0;-4.4;-3.3;-0.9;145.21;56.96;30.31;72.33;101.83;119.56;54.39;127.31;4.74
31/12/2008;3.18;1.56;13.7;7.64;16.4;4.07;0.842;0.469;2.29;0.643;2.29;0.131;162.0;9.32;0.5;0.28;0.78;0.91;0.15;0.35;0.56;0.09;0.43;0.35;0.05;0.53;0.18;7.32;7.52;7.13;7.5;7.42;0.2;0.0;0.0;-4.7;-4.3;0.2;145.21;56.95;30.28;72.33;101.83;119.56;54.39;127.3;4.772
01/01/2009;3.15;1.52;13.6;7.66;16.7;4.03;0.836;0.467;2.24;0.684;2.24;0.137;161.0;9.19;0.49;0.28;0.77;0.91;0.16;0.34;0.56;0.09;0.43;0.36;0.06;0.53;0.17;7.16;7.37;6.99;7.32;7.24;0.0;0.2;0.0;-1.7;-4.0;-1.5;145.19;56.96;30.26;72.33;101.83;119.58;54.39;127.3;4.753
02/01/2009;3.14;1.53;13.5;7.67;16.8;4.05;0.836;0.465;2.22;0.659;2.22;0.137;168.0;9.19;0.49;0.28;0.77;0.91;0.16;0.35;0.56;0.09;0.43;0.35;0.06;0.56;0.17;7.05;7.26;6.83;7.19;7.16;0.0;0.0;0.0;-2.2;-2.3;-1.4;145.19;56.96;30.22;72.31;101.82;119.58;54.37;127.3;4.703
